Date,Apple,Amazon,Msft,Ibm,Spx
3/27/2020,-4.14%,-2.83%,-4.11%,-4.31%,-3.37%
3/30/2020,2.85%,3.36%,7.03%,4.54%,3.35%
3/31/2020,-0.20%,-0.72%,-1.57%,-1.77%,-1.60%
4/1/2020,-5.26%,-2.16%,-3.55%,-5.22%,-4.41%
4/2/2020,1.67%,0.58%,2.07%,4.62%,2.28%
4/3/2020,-1.44%,-0.64%,-0.92%,-3.33%,-1.51%
4/6/2020,8.72%,4.77%,7.44%,7.97%,7.03%
4/7/2020,-1.16%,0.70%,-1.08%,0.10%,-0.16%
4/8/2020,2.56%,1.56%,1.00%,3.78%,3.41%
4/9/2020,0.72%,-0.01%,0.01%,1.85%,1.45%
4/13/2020,1.96%,6.17%,0.22%,-0.29%,-1.01%
4/14/2020,5.05%,5.28%,4.95%,2.28%,3.06%
4/15/2020,-0.91%,1.07%,-1.05%,-4.21%,-2.20%
4/16/2020,0.79%,4.36%,3.00%,-2.49%,0.58%
4/17/2020,-1.36%,-1.38%,0.88%,3.79%,2.68%
4/20/2020,-2.08%,0.78%,-1.98%,0.24%,-1.79%
4/21/2020,-3.09%,-2.74%,-4.14%,-3.03%,-3.07%
4/22/2020,2.88%,1.52%,3.40%,2.18%,2.29%
4/23/2020,-0.39%,1.52%,-1.21%,1.71%,-0.05%
4/24/2020,2.89%,0.45%,1.83%,2.78%,1.39%
4/27/2020,0.07%,-1.42%,-0.29%,0.96%,1.47%
4/28/2020,-1.62%,-2.61%,-2.44%,0.28%,-0.52%
4/29/2020,3.28%,2.53%,4.49%,1.92%,2.66%
4/30/2020,2.11%,4.27%,1.00%,-2.43%,-0.92%
5/1/2020,-1.61%,-7.60%,-2.59%,-2.94%,-2.81%
5/4/2020,1.41%,1.31%,2.45%,-0.16%,0.42%
5/5/2020,1.50%,0.08%,1.07%,0.74%,0.90%
5/6/2020,1.03%,1.44%,0.98%,0.48%,-0.70%
5/7/2020,1.03%,0.70%,0.58%,-1.58%,1.15%
5/8/2020,2.10%,0.51%,0.59%,1.45%,1.69%
5/11/2020,1.57%,1.24%,1.12%,-0.33%,0.01%
5/12/2020,-1.14%,-2.16%,-2.27%,-1.90%,-2.05%
5/13/2020,-1.21%,0.47%,-1.51%,-3.77%,-1.75%
5/14/2020,0.61%,0.88%,0.43%,1.05%,1.15%
5/15/2020,-0.59%,0.88%,1.46%,0.03%,0.39%
5/18/2020,2.36%,0.68%,0.96%,3.92%,3.15%
5/19/2020,-0.58%,0.95%,-0.69%,-1.04%,-1.05%
5/20/2020,1.94%,1.98%,1.11%,0.91%,1.67%
5/21/2020,-0.75%,-2.05%,-1.20%,-1.86%,-0.78%
5/22/2020,0.64%,-0.40%,0.04%,-0.61%,0.24%
5/26/2020,-0.68%,-0.62%,-1.06%,2.85%,1.23%
5/27/2020,0.44%,-0.47%,0.13%,3.10%,1.48%
5/28/2020,0.04%,-0.39%,-0.23%,-0.80%,-0.21%
5/29/2020,-0.10%,1.72%,1.02%,0.30%,0.48%
6/1/2020,1.23%,1.17%,-0.23%,-0.01%,0.38%
6/2/2020,0.46%,0.06%,1.14%,0.89%,0.82%
6/3/2020,0.55%,0.24%,0.24%,2.42%,1.36%
6/4/2020,-0.86%,-0.72%,-1.32%,-0.12%,-0.34%
6/5/2020,2.85%,0.91%,2.34%,2.46%,2.62%
6/8/2020,0.59%,1.65%,0.62%,2.79%,1.20%
6/9/2020,3.16%,3.04%,0.76%,-2.86%,-0.78%
6/10/2020,2.57%,1.79%,3.71%,-1.52%,-0.53%
6/11/2020,-4.80%,-3.38%,-5.37%,-9.13%,-5.89%
6/12/2020,0.86%,-0.51%,0.79%,3.30%,1.31%
6/15/2020,1.24%,1.09%,0.64%,-0.21%,0.83%
6/16/2020,2.65%,1.66%,2.45%,2.88%,1.90%
6/17/2020,-0.14%,0.98%,0.35%,-0.80%,-0.36%
6/18/2020,0.04%,0.49%,1.07%,0.01%,0.06%
6/19/2020,-0.57%,0.79%,-0.60%,-1.36%,-0.56%
6/22/2020,2.62%,1.45%,2.78%,-1.14%,0.65%
6/23/2020,2.13%,1.86%,0.67%,-1.37%,0.43%
6/24/2020,-1.77%,-1.09%,-2.02%,-2.50%,-2.59%
6/25/2020,1.33%,0.74%,1.26%,2.24%,1.10%
6/26/2020,-3.07%,-2.24%,-2.00%,-1.55%,-2.42%
6/29/2020,2.30%,-0.46%,1.07%,2.18%,1.47%
6/30/2020,0.83%,2.93%,2.55%,0.85%,1.54%
7/1/2020,-0.19%,4.35%,0.58%,-1.85%,0.50%
7/2/2020,0.00%,0.40%,0.76%,0.98%,0.45%
7/6/2020,2.68%,5.77%,2.15%,0.41%,1.59%
7/7/2020,-0.31%,-1.86%,-1.16%,-2.17%,-1.08%
7/8/2020,2.33%,2.70%,2.20%,0.11%,0.78%
7/9/2020,0.36%,3.29%,0.70%,-1.70%,-0.56%
7/10/2020,0.25%,0.55%,-0.30%,2.28%,1.05%
7/13/2020,-0.46%,-3.00%,-3.09%,0.72%,-0.94%
7/14/2020,1.65%,-0.64%,0.62%,1.17%,1.34%
7/15/2020,0.69%,-2.44%,-0.15%,1.99%,0.91%
7/16/2020,-1.23%,-0.30%,-1.98%,0.82%,-0.34%
7/17/2020,-0.20%,-1.26%,-0.51%,0.89%,0.28%
7/20/2020,2.11%,7.93%,4.30%,1.01%,0.84%
7/21/2020,-1.38%,-1.83%,-1.35%,-0.25%,0.17%
7/22/2020,0.28%,-1.22%,1.44%,2.07%,0.57%
7/23/2020,-4.55%,-3.66%,-4.35%,-1.04%,-1.23%
7/24/2020,-0.25%,0.75%,-0.61%,-1.21%,-0.62%
7/27/2020,2.37%,1.54%,1.27%,0.33%,0.74%
7/28/2020,-1.64%,-1.80%,-0.90%,-1.38%,-0.65%
7/29/2020,1.92%,1.11%,1.01%,0.68%,1.24%
7/30/2020,1.21%,0.60%,-0.08%,-1.93%,-0.38%
7/31/2020,10.47%,3.70%,0.54%,0.03%,0.77%
8/3/2020,2.52%,-1.67%,5.62%,1.11%,0.72%
8/4/2020,0.67%,0.87%,-1.50%,1.23%,0.36%
8/5/2020,0.36%,2.11%,-0.16%,-0.31%,0.64%
8/6/2020,3.49%,0.62%,1.60%,0.53%,0.64%
8/7/2020,-2.45%,-1.78%,-1.79%,-0.92%,0.06%
8/10/2020,1.45%,-0.61%,-1.99%,1.72%,0.27%
8/11/2020,-2.97%,-2.14%,-2.34%,-0.28%,-0.80%
8/12/2020,3.32%,2.65%,2.86%,-0.04%,1.40%
8/13/2020,1.77%,-0.04%,-0.23%,-1.32%,-0.20%
8/14/2020,-0.09%,-0.41%,0.10%,0.19%,-0.02%
8/17/2020,-0.26%,1.09%,0.66%,-0.66%,0.27%
8/18/2020,0.83%,4.09%,0.58%,0.39%,0.23%
8/19/2020,0.13%,-1.57%,-0.85%,-0.86%,-0.44%
8/20/2020,2.22%,1.13%,2.33%,-0.56%,0.32%
8/21/2020,5.15%,-0.38%,-0.73%,0.01%,0.34%
8/24/2020,1.20%,0.69%,0.31%,2.05%,1.00%
8/25/2020,-0.82%,1.18%,1.30%,-0.83%,0.36%
8/26/2020,1.36%,2.85%,2.16%,-0.38%,1.02%
8/27/2020,-1.20%,-1.22%,2.46%,0.39%,0.17%
8/28/2020,-0.16%,0.05%,1.03%,0.34%,0.67%
8/31/2020,3.39%,1.45%,-1.48%,-1.41%,-0.22%
9/1/2020,3.98%,1.40%,0.77%,0.07%,0.75%
9/2/2020,-2.07%,0.92%,1.93%,3.87%,1.54%
9/3/2020,-8.01%,-4.63%,-6.19%,-2.91%,-3.51%
9/4/2020,0.07%,-2.18%,-1.40%,-1.73%,-0.81%
9/8/2020,-6.73%,-4.39%,-5.41%,-0.89%,-2.78%
9/9/2020,3.99%,3.77%,4.26%,0.87%,2.01%
9/10/2020,-3.26%,-2.86%,-2.80%,-1.39%,-1.76%
9/11/2020,-1.31%,-1.85%,-0.65%,0.75%,0.05%
9/14/2020,3.00%,-0.43%,0.68%,0.52%,1.27%
9/15/2020,0.16%,1.71%,1.64%,0.29%,0.52%
9/16/2020,-2.95%,-2.47%,-1.79%,1.45%,-0.46%
9/17/2020,-1.60%,-2.25%,-1.04%,0.56%,-0.84%
9/18/2020,-3.17%,-1.79%,-1.24%,-1.73%,-1.12%
9/21/2020,3.03%,0.19%,1.07%,-2.04%,-1.16%
9/22/2020,1.57%,5.69%,2.41%,0.22%,1.05%
9/23/2020,-4.19%,-4.13%,-3.29%,-1.39%,-2.37%
9/24/2020,1.03%,0.66%,1.30%,-0.62%,0.30%
9/25/2020,3.75%,2.49%,2.28%,0.73%,1.60%
9/28/2020,2.39%,2.55%,0.78%,2.34%,1.61%
9/29/2020,-0.76%,-0.92%,-1.04%,-0.65%,-0.48%
9/30/2020,1.51%,0.12%,1.48%,0.60%,0.83%
10/1/2020,0.85%,2.30%,1.01%,-0.48%,0.53%
10/2/2020,-3.23%,-2.99%,-2.95%,-0.43%,-0.96%
10/5/2020,3.08%,2.37%,2.03%,1.19%,1.80%
10/6/2020,-2.87%,-3.10%,-2.12%,-0.03%,-1.40%
10/7/2020,1.70%,3.09%,1.90%,1.72%,1.74%
10/8/2020,-0.10%,-0.16%,0.36%,5.98%,0.80%
10/9/2020,1.74%,3.01%,2.48%,-2.81%,0.88%
10/12/2020,6.35%,4.75%,2.59%,-0.45%,1.64%
10/13/2020,-2.65%,0.02%,0.66%,-1.66%,-0.63%
10/14/2020,0.07%,-2.32%,-0.90%,0.67%,-0.66%
10/15/2020,-0.40%,-0.75%,-0.54%,-0.83%,-0.15%
10/16/2020,-1.40%,-1.98%,0.00%,0.83%,0.01%
10/19/2020,-2.55%,-2.00%,-2.48%,-0.33%,-1.63%
10/20/2020,1.32%,0.31%,0.20%,-6.49%,0.47%
10/21/2020,-0.54%,-1.00%,0.07%,-1.97%,-0.22%
10/22/2020,-0.96%,-0.27%,0.04%,0.61%,0.52%
10/23/2020,-0.61%,0.88%,0.62%,0.21%,0.34%
10/26/2020,0.01%,0.08%,-2.84%,-3.26%,-1.86%
10/27/2020,1.35%,2.47%,1.51%,-1.48%,-0.30%
10/28/2020,-4.63%,-3.76%,-4.96%,-3.54%,-3.53%
10/29/2020,3.71%,1.52%,1.01%,2.12%,1.19%
10/30/2020,-5.60%,-5.45%,-1.10%,2.53%,-1.21%
11/2/2020,-0.08%,-1.04%,-0.07%,1.12%,1.23%
11/3/2020,1.54%,1.46%,2.03%,1.11%,1.78%
11/4/2020,4.08%,6.32%,4.82%,-1.98%,2.20%
11/5/2020,3.55%,2.49%,3.19%,2.56%,1.95%
11/6/2020,-0.29%,-0.32%,0.19%,-0.64%,-0.03%
11/9/2020,-2.00%,-5.06%,-2.38%,1.31%,1.17%
11/10/2020,-0.30%,-3.46%,-3.38%,2.06%,-0.14%
11/11/2020,3.04%,3.37%,2.63%,-0.60%,0.77%
11/12/2020,-0.23%,-0.86%,-0.51%,-2.30%,-1.00%
11/13/2020,0.04%,0.60%,0.50%,2.05%,1.36%
11/16/2020,0.87%,0.07%,0.33%,1.29%,1.16%
11/17/2020,-0.76%,0.15%,-1.28%,-0.56%,-0.48%
11/18/2020,-1.14%,-0.96%,-1.58%,-0.79%,-1.16%
11/19/2020,0.52%,0.37%,0.63%,0.35%,0.39%
11/20/2020,-1.10%,-0.57%,-0.96%,-0.20%,-0.68%
11/23/2020,-2.97%,-0.03%,-0.13%,2.69%,0.56%
11/24/2020,1.16%,0.63%,1.78%,3.61%,1.62%
11/25/2020,0.75%,2.15%,0.00%,-0.18%,-0.16%
11/27/2020,0.48%,0.32%,0.64%,0.12%,0.24%
11/30/2020,2.11%,-0.85%,-0.54%,-0.67%,-0.46%
12/1/2020,3.08%,1.64%,1.00%,-0.29%,1.13%
12/2/2020,0.29%,-0.51%,-0.39%,1.19%,0.18%
12/3/2020,-0.11%,-0.52%,-0.52%,-0.81%,-0.06%
12/4/2020,-0.56%,-0.76%,0.06%,2.90%,0.88%
12/7/2020,1.23%,-0.14%,-0.03%,-1.97%,-0.19%
12/8/2020,0.51%,0.61%,0.80%,0.81%,0.28%
12/9/2020,-2.09%,-2.30%,-1.95%,0.86%,-0.79%
12/10/2020,1.20%,-0.09%,-0.60%,-1.44%,-0.13%
12/11/2020,-0.67%,0.48%,1.30%,-0.55%,-0.13%
12/14/2020,-0.51%,1.30%,0.44%,-0.60%,-0.44%
12/15/2020,5.01%,0.26%,-0.03%,1.94%,1.29%
12/16/2020,-0.05%,2.40%,2.41%,-0.30%,0.18%
12/17/2020,0.70%,-0.15%,0.06%,0.00%,0.58%
12/18/2020,-1.59%,-1.06%,-0.38%,0.24%,-0.35%
12/21/2020,1.24%,0.14%,1.83%,-1.95%,-0.39%
12/22/2020,2.85%,0.01%,0.61%,0.18%,-0.21%
12/23/2020,-0.70%,-0.66%,-1.30%,0.23%,0.07%
12/24/2020,0.77%,-0.39%,0.78%,0.64%,0.35%
12/28/2020,3.58%,3.51%,0.99%,0.10%,0.87%
12/29/2020,-1.33%,1.16%,-0.36%,-0.82%,-0.22%
12/30/2020,-0.85%,-1.09%,-1.10%,0.44%,0.13%
12/31/2020,-0.77%,-0.88%,0.33%,1.24%,0.64%
1/4/2021,-2.47%,-2.16%,-2.13%,-1.54%,-1.48%
1/5/2021,1.24%,1.00%,0.10%,1.78%,0.71%
1/6/2021,-3.37%,-2.49%,-2.59%,2.50%,0.57%
1/7/2021,3.41%,0.76%,2.85%,-0.23%,1.48%
1/8/2021,0.86%,0.65%,0.61%,-0.36%,0.55%
1/11/2021,-2.32%,-2.15%,-0.97%,0.04%,-0.66%
1/12/2021,-0.14%,0.21%,-1.18%,0.49%,0.04%
1/13/2021,1.62%,1.44%,0.66%,-1.77%,0.23%
1/14/2021,-1.51%,-1.21%,-1.53%,1.62%,-0.38%
1/15/2021,-1.37%,-0.74%,-0.17%,-0.45%,-0.72%
1/19/2021,0.54%,0.53%,1.78%,0.49%,0.81%
1/20/2021,3.29%,4.57%,3.65%,0.82%,1.39%
1/21/2021,3.67%,1.34%,0.28%,1.21%,0.03%
1/22/2021,1.61%,-0.45%,0.44%,-9.91%,-0.30%
1/25/2021,2.77%,0.05%,1.58%,-0.03%,0.36%
1/26/2021,0.17%,0.98%,1.22%,3.30%,-0.15%
1/27/2021,-0.77%,-2.81%,0.25%,-0.02%,-2.57%
1/28/2021,-3.50%,0.16%,2.59%,-1.95%,0.98%
1/29/2021,-3.74%,-0.97%,-2.92%,-0.81%,-1.93%
2/1/2021,1.65%,4.26%,3.32%,1.20%,1.61%
2/2/2021,0.63%,1.11%,-0.06%,-0.91%,1.39%
2/3/2021,-0.78%,-2.00%,1.46%,-0.27%,0.10%
2/4/2021,2.58%,0.56%,-0.41%,1.60%,1.09%
2/5/2021,-0.46%,0.63%,0.08%,0.64%,0.39%
2/8/2021,0.11%,-0.87%,0.11%,1.49%,0.74%
2/9/2021,-0.66%,-0.54%,0.54%,-1.22%,-0.11%
2/10/2021,-0.46%,-0.56%,-0.39%,0.11%,-0.03%
2/11/2021,-0.19%,-0.74%,0.69%,-1.09%,0.17%
2/12/2021,0.18%,0.48%,0.20%,-0.09%,0.47%
2/16/2021,-1.61%,-0.27%,-0.53%,-0.60%,-0.06%
2/17/2021,-1.76%,1.21%,0.21%,-0.08%,-0.03%
2/18/2021,-0.86%,0.59%,-0.17%,0.63%,-0.44%
2/19/2021,0.12%,-2.35%,-1.16%,-1.44%,-0.19%
2/22/2021,-2.98%,-2.13%,-2.68%,1.57%,-0.77%
2/23/2021,-0.11%,0.43%,-0.53%,-0.12%,0.13%
2/24/2021,-0.41%,-1.09%,0.55%,2.07%,1.14%
2/25/2021,-3.48%,-3.24%,-2.37%,-0.60%,-2.45%
2/26/2021,0.22%,1.17%,1.48%,-2.89%,-0.48%
3/1/2021,5.39%,1.72%,1.96%,1.52%,2.38%
3/2/2021,-2.09%,-1.64%,-1.30%,-0.34%,-0.81%
3/3/2021,-2.45%,-2.89%,-2.70%,1.69%,-1.31%
3/4/2021,-1.58%,-0.91%,-0.36%,-1.84%,-1.34%
3/5/2021,1.07%,0.77%,2.15%,2.26%,1.95%
3/8/2021,-4.17%,-1.62%,-1.82%,1.61%,-0.54%
3/9/2021,4.06%,3.76%,2.81%,-0.50%,1.42%
3/10/2021,-0.91%,-0.17%,-0.58%,2.97%,0.60%
3/11/2021,1.65%,1.83%,2.03%,-0.57%,1.04%
3/12/2021,-0.76%,-0.77%,-0.58%,0.37%,0.10%
3/15/2021,2.45%,-0.25%,-0.40%,0.76%,0.65%
3/16/2021,1.27%,0.33%,1.24%,-0.26%,-0.16%
3/17/2021,-0.65%,1.42%,-0.28%,0.62%,0.29%
3/18/2021,-3.39%,-3.44%,-2.67%,0.80%,-1.48%
3/19/2021,-0.45%,1.55%,-0.16%,-0.89%,-0.06%
3/22/2021,2.83%,1.17%,2.45%,1.28%,0.70%
3/23/2021,-0.69%,0.86%,0.67%,-0.07%,-0.76%
3/24/2021,-2.00%,-1.61%,-0.89%,0.12%,-0.55%
3/25/2021,0.42%,-1.32%,-1.33%,1.88%,0.52%
3/26/2021,0.51%,0.19%,1.78%,2.49%,1.66%
3/29/2021,0.15%,0.78%,-0.52%,-0.38%,-0.09%
3/30/2021,-1.23%,-0.66%,-1.44%,-0.84%,-0.32%
3/31/2021,1.88%,1.27%,1.69%,-1.08%,0.36%
4/1/2021,0.70%,2.16%,2.79%,-0.02%,1.18%
4/5/2021,2.36%,2.08%,2.77%,2.03%,1.44%
4/6/2021,0.25%,-0.09%,-0.49%,-1.26%,-0.10%
4/7/2021,1.34%,1.72%,0.82%,0.53%,0.15%
4/8/2021,1.92%,0.61%,1.34%,0.14%,0.42%
4/9/2021,2.02%,2.21%,1.03%,0.45%,0.77%
4/12/2021,-1.32%,0.21%,0.02%,-0.84%,-0.02%
4/13/2021,2.43%,0.61%,1.01%,-2.53%,0.33%
4/14/2021,-1.79%,-1.97%,-1.12%,1.11%,-0.41%
4/15/2021,1.87%,1.38%,1.53%,-0.04%,1.11%
4/16/2021,-0.25%,0.60%,0.48%,0.76%,0.36%
4/19/2021,0.51%,-0.81%,-0.77%,-0.35%,-0.53%
4/20/2021,-1.28%,-1.11%,-0.19%,3.79%,-0.68%
4/21/2021,0.29%,0.82%,0.90%,3.90%,0.93%
4/22/2021,-1.17%,-1.58%,-1.31%,-1.58%,-0.92%
4/23/2021,1.80%,0.96%,1.55%,0.81%,1.09%
4/26/2021,0.30%,2.04%,0.15%,-0.60%,0.18%
4/27/2021,-0.24%,0.25%,0.16%,0.31%,-0.02%
4/28/2021,-0.60%,1.20%,-2.83%,0.70%,-0.08%
4/29/2021,-0.07%,0.37%,-0.81%,0.87%,0.68%
4/30/2021,-1.51%,-0.11%,-0.13%,-1.64%,-0.72%
5/3/2021,0.82%,-2.33%,-0.13%,2.02%,0.27%
5/4/2021,-3.54%,-2.20%,-1.62%,0.69%,-0.67%
5/5/2021,0.20%,-1.25%,-0.53%,-0.36%,0.07%
5/6/2021,1.28%,1.10%,1.32%,2.20%,0.82%
5/7/2021,0.36%,-0.45%,1.09%,-1.99%,0.74%
5/10/2021,-2.58%,-3.07%,-2.09%,0.49%,-1.04%
5/11/2021,-0.74%,1.05%,-0.38%,-1.33%,-0.87%
5/12/2021,-2.49%,-2.23%,-2.94%,-2.02%,-2.14%
5/13/2021,1.79%,0.30%,1.69%,2.03%,1.22%
5/14/2021,1.98%,1.94%,2.11%,0.35%,1.49%
5/17/2021,-0.93%,1.47%,-1.20%,0.30%,-0.25%
5/18/2021,-1.12%,-1.17%,-0.86%,-0.83%,-0.85%
5/19/2021,-0.13%,-0.01%,0.02%,-0.50%,-0.29%
5/20/2021,2.10%,0.49%,1.38%,0.48%,1.06%
5/21/2021,-1.48%,-1.37%,-0.53%,0.60%,-0.08%
5/24/2021,1.33%,1.31%,2.29%,-0.01%,0.99%
5/25/2021,-0.16%,0.43%,0.37%,-0.64%,-0.21%
5/26/2021,-0.04%,0.19%,-0.09%,-0.29%,0.19%
5/27/2021,-1.24%,-1.07%,-0.87%,0.31%,0.12%
5/28/2021,-0.53%,-0.22%,0.15%,-0.06%,0.08%
6/1/2021,-0.26%,-0.14%,-0.91%,0.31%,-0.05%
6/2/2021,0.63%,0.48%,-0.04%,1.06%,0.14%
6/3/2021,-1.22%,-1.45%,-0.64%,-0.12%,-0.36%
6/4/2021,1.90%,0.60%,2.07%,1.28%,0.88%
6/7/2021,0.01%,-0.26%,1.20%,0.41%,-0.08%
6/8/2021,0.67%,2.07%,-0.49%,0.71%,0.02%
6/9/2021,0.31%,0.52%,0.40%,1.07%,-0.18%
6/10/2021,-0.80%,2.09%,1.44%,-0.09%,0.47%
6/11/2021,0.98%,-0.08%,0.25%,0.49%,0.19%
6/14/2021,2.46%,1.11%,0.78%,-0.83%,0.18%
6/15/2021,-0.64%,-0.02%,-0.59%,-0.45%,-0.20%
6/16/2021,0.39%,0.95%,-0.38%,-1.02%,-0.54%
6/17/2021,1.26%,2.17%,1.37%,-1.51%,-0.04%
6/18/2021,-1.01%,-0.07%,-0.56%,-1.70%,-1.31%
6/21/2021,1.41%,-0.94%,1.23%,2.47%,1.40%
6/22/2021,1.27%,1.49%,1.10%,-0.20%,0.51%
6/23/2021,-0.21%,-0.05%,-0.09%,-1.20%,-0.11%
6/24/2021,-0.22%,-1.56%,0.53%,0.57%,0.58%
6/25/2021,-0.22%,-1.38%,-0.63%,0.96%,0.33%
6/28/2021,1.25%,1.25%,1.40%,-1.06%,0.23%
6/29/2021,1.15%,0.12%,1.00%,0.18%,0.03%
6/30/2021,0.46%,-0.23%,-0.18%,0.71%,0.13%
7/1/2021,0.23%,-0.21%,0.26%,0.17%,0.52%
7/2/2021,1.96%,2.27%,2.23%,-4.64%,0.75%
7/6/2021,1.47%,4.69%,0.00%,-0.89%,-0.20%
7/7/2021,1.80%,0.57%,0.82%,0.75%,0.34%
7/8/2021,-0.92%,0.94%,-0.90%,0.66%,-0.86%
7/9/2021,1.31%,-0.32%,0.19%,0.55%,1.13%
7/12/2021,-0.42%,-0.02%,-0.22%,-0.42%,0.35%
7/13/2021,0.79%,-1.11%,1.32%,-0.45%,-0.35%
7/14/2021,2.41%,0.12%,0.54%,-0.33%,0.12%
7/15/2021,-0.45%,-1.37%,-0.52%,0.45%,-0.33%
7/16/2021,-1.41%,-1.59%,-0.10%,-1.10%,-0.75%
7/19/2021,-2.69%,-0.67%,-1.33%,-0.71%,-1.59%
7/20/2021,2.60%,0.66%,0.83%,1.49%,1.52%
7/21/2021,-0.51%,0.34%,0.74%,0.95%,0.82%
7/22/2021,0.96%,1.47%,1.68%,-0.42%,0.20%
7/23/2021,1.20%,0.51%,1.23%,0.45%,1.01%
7/26/2021,0.29%,1.18%,-0.21%,1.01%,0.24%
7/27/2021,-1.49%,-1.98%,-0.87%,-0.01%,-0.47%
7/28/2021,-1.22%,0.11%,-0.11%,-0.69%,-0.02%
7/29/2021,0.46%,-0.84%,0.10%,0.11%,0.42%
7/30/2021,0.15%,-7.56%,-0.55%,-0.68%,-0.54%
8/2/2021,-0.23%,0.12%,-0.03%,0.33%,-0.18%
8/3/2021,1.26%,1.04%,0.81%,1.87%,0.82%
8/4/2021,-0.28%,-0.34%,-0.21%,-0.91%,-0.46%
8/5/2021,0.07%,0.63%,1.05%,0.01%,0.60%
8/6/2021,-0.63%,-0.92%,-0.02%,0.92%,0.17%
8/9/2021,-0.03%,-0.09%,-0.39%,-1.97%,-0.09%
8/10/2021,-0.34%,-0.63%,-0.66%,0.09%,0.10%
8/11/2021,0.18%,-0.86%,0.18%,0.53%,0.13%
8/12/2021,2.08%,0.35%,1.00%,0.66%,0.41%
8/13/2021,0.14%,-0.29%,1.05%,0.08%,0.16%
8/16/2021,1.35%,0.15%,0.60%,0.29%,0.26%
8/17/2021,-0.62%,-1.73%,-0.52%,-0.81%,-0.71%
8/18/2021,-2.55%,-1.26%,-0.80%,-2.07%,-1.07%
8/19/2021,0.23%,-0.42%,2.08%,-1.04%,0.13%
8/20/2021,1.02%,0.38%,2.56%,0.79%,0.81%
8/23/2021,1.03%,2.06%,0.10%,0.37%,0.85%
8/24/2021,-0.06%,1.22%,-0.67%,0.16%,0.15%
8/25/2021,-0.84%,-0.20%,-0.20%,0.01%,0.22%
8/26/2021,-0.55%,0.51%,-0.97%,-0.77%,-0.58%
8/27/2021,0.72%,1.01%,0.21%,0.45%,0.88%
8/30/2021,3.04%,2.15%,1.29%,-0.32%,0.43%
8/31/2021,-0.84%,1.44%,-0.56%,0.99%,-0.13%
9/1/2021,0.45%,0.24%,-0.02%,-0.74%,0.03%
9/2/2021,0.75%,-0.46%,-0.23%,0.51%,0.28%
9/3/2021,0.42%,0.43%,0.00%,-0.31%,-0.03%
9/7/2021,1.55%,0.90%,-0.32%,-1.09%,-0.34%
9/8/2021,-1.01%,0.46%,0.01%,0.44%,-0.13%
9/9/2021,-0.67%,-1.17%,-0.99%,-0.67%,-0.46%
9/10/2021,-3.31%,-0.43%,-0.52%,-0.52%,-0.77%
9/13/2021,0.39%,-0.35%,0.43%,0.82%,0.23%
9/14/2021,-0.96%,-0.21%,0.94%,-1.40%,-0.57%
9/15/2021,0.61%,0.75%,1.68%,0.72%,0.85%
9/16/2021,-0.16%,0.36%,0.13%,-0.56%,-0.16%
9/17/2021,-1.83%,-0.74%,-1.75%,-0.88%,-0.91%
9/20/2021,-2.14%,-3.08%,-1.86%,-0.68%,-1.70%
9/21/2021,0.34%,-0.36%,0.17%,-1.00%,-0.08%
9/22/2021,1.69%,1.09%,1.28%,1.25%,0.95%
9/23/2021,0.67%,1.06%,0.33%,1.56%,1.21%
9/24/2021,0.06%,0.28%,-0.07%,0.56%,0.15%
9/27/2021,-1.05%,-0.58%,-1.73%,0.78%,-0.28%
9/28/2021,-2.38%,-2.64%,-3.62%,-0.79%,-2.04%
9/29/2021,0.65%,-0.45%,0.17%,1.24%,0.16%
9/30/2021,-0.93%,-0.49%,-0.73%,-0.18%,-1.19%
10/1/2021,0.81%,-0.05%,2.55%,3.16%,1.15%
10/4/2021,-2.46%,-2.85%,-2.07%,0.55%,-1.30%
10/5/2021,1.42%,0.98%,2.00%,-0.67%,1.05%
10/6/2021,0.63%,1.27%,1.51%,-0.55%,0.41%
10/7/2021,0.91%,1.24%,0.59%,-0.39%,0.83%
10/8/2021,-0.27%,-0.42%,0.00%,0.99%,-0.19%
10/11/2021,-0.06%,-1.29%,-0.21%,-0.55%,-0.69%
10/12/2021,-0.91%,0.03%,-0.46%,-1.38%,-0.24%
10/13/2021,-0.42%,1.14%,1.17%,0.21%,0.30%
10/14/2021,2.02%,0.47%,2.17%,1.87%,1.71%
10/15/2021,0.75%,3.31%,0.48%,0.85%,0.75%
10/18/2021,1.18%,1.11%,1.01%,-1.58%,0.34%
10/19/2021,1.51%,-0.08%,0.31%,-0.24%,0.74%
10/20/2021,0.34%,-0.84%,-0.27%,-0.06%,0.37%
10/21/2021,0.15%,0.58%,1.09%,-9.56%,0.30%
10/22/2021,-0.53%,-2.90%,-0.51%,-0.35%,-0.11%
10/25/2021,-0.03%,-0.46%,-0.33%,-0.19%,0.47%
10/26/2021,0.46%,1.68%,0.64%,-0.40%,0.18%
10/27/2021,-0.31%,0.49%,4.21%,-1.54%,-0.51%
10/28/2021,2.50%,1.59%,0.37%,0.54%,0.98%
10/29/2021,-1.82%,-2.15%,2.24%,-0.59%,0.19%
11/1/2021,-0.56%,-1.61%,-0.68%,0.94%,0.18%
11/2/2021,0.71%,-0.16%,1.14%,-0.08%,0.37%
11/3/2021,0.98%,2.15%,0.26%,0.75%,0.65%
11/4/2021,-0.35%,2.75%,0.73%,-4.94%,0.42%
11/5/2021,0.21%,1.21%,-0.11%,2.28%,0.37%
